"","lemma_morphit","form_1ps_ind","formfreq_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","formfreq_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","formfreq_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","formfreq_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"2568","sbancare","sbanco",13,"sbanko","sbank","k","are","sbank","k","sbanca",354,"sbanka","sbank","k","sbanchiamo",7,"sbankiamo","sbank","k","sbanchi",13,"sbanki","sbank","k",0,1,"-"
"2569","sbandare","sbando",23,"sbando","sband","-","are","sband","-","sbanda",563,"sbanda","sband","-","sbandiamo",4,"sbandiamo","sband","-","sbandi",23,"sbandi","sband","-",0,1,"-"
"2570","sbandierare","sbandiero",8,"sbandiero","sbandier","-","are","sbandier","-","sbandiera",374,"sbandiera","sbandier","-","sbandieriamo",21,"sbandieriamo","sbandier","-","sbandieri",31,"sbandieri","sbandier","-",0,1,"-"
"2571","sbarazzare","sbarazzo",28,"sbarazzo","sbarazz","-","are","sbarazz","-","sbarazza",254,"sbarazza","sbarazz","-","sbarazziamo",21,"sbarazziamo","sbarazz","-","sbarazzi",28,"sbarazzi","sbarazz","-",0,1,"-"
"2572","sbarcare","sbarco",58,"sbarko","sbark","k","are","sbark","k","sbarca",2843,"sbarka","sbark","k","sbarchiamo",109,"sbarkiamo","sbark","k","sbarchi",281,"sbarki","sbark","k",0,1,"-"
"2573","sbarrare","sbarro",20,"sbarro","sbarr","-","are","sbarr","-","sbarra",538,"sbarra","sbarr","-","sbarriamo",3,"sbarriamo","sbarr","-","sbarri",38,"sbarri","sbarr","-",0,1,"-"
"2574","sbavare","sbavo",78,"sbavo","sbav","-","are","sbav","-","sbava",244,"sbava","sbav","-","sbaviamo",8,"sbaviamo","sbav","-","sbavi",73,"sbavi","sbav","-",0,1,"-"
"2575","sbellicare","sbellico",18,"sbelliko","sbellik","k","are","sbellik","k","sbellica",20,"sbellika","sbellik","k","sbellichiamo",4,"sbellikiamo","sbellik","k","sbellichi",6,"sbelliki","sbellik","k",0,1,"-"
"2576","sbilanciare","sbilancio",279,"sbilantSo","sbilantS","tS","are","sbilantS","tS","sbilancia",1150,"sbilantSa","sbilantS","tS","sbilanciamo",27,"sbilantSamo","sbilantS","tS","sbilanci",74,"sbilantSi","sbilantS","tS",0,1,"-"
"2577","sbirciare","sbircio",123,"sbirtSo","sbirtS","tS","are","sbirtS","tS","sbircia",265,"sbirtSa","sbirtS","tS","sbirciamo",26,"sbirtSamo","sbirtS","tS","sbirci",37,"sbirtSi","sbirtS","tS",0,1,"-"
"2578","sbloccare","sblocco",16,"sblokko","sblokk","k","are","sblokk","k","sblocca",1405,"sblokka","sblokk","k","sblocchiamo",18,"sblokkiamo","sblokk","k","sblocchi",301,"sblokki","sblokk","k",0,1,"-"
"2579","sbocciare","sboccio",54,"sbottSo","sbottS","tS","are","sbottS","tS","sboccia",717,"sbottSa","sbottS","tS","sbocciamo",4,"sbottSamo","sbottS","tS","sbocci",64,"sbottSi","sbottS","tS",0,1,"-"
"2580","sborsare","sborso",38,"sborso","sbors","-","are","sbors","-","sborsa",185,"sborsa","sbors","-","sborsiamo",26,"sborsiamo","sbors","-","sborsi",24,"sborsi","sbors","-",0,1,"-"
"2581","sbottare","sbotto",74,"sbotto","sbott","-","are","sbott","-","sbotta",1153,"sbotta","sbott","-","sbottiamo",3,"sbottiamo","sbott","-","sbotti",35,"sbotti","sbott","-",0,1,"-"
"2582","sbottonare","sbottono",34,"sbottono","sbotton","-","are","sbotton","-","sbottona",143,"sbottona","sbotton","-","sbottoniamo",3,"sbottoniamo","sbotton","-","sbottoni",4,"sbottoni","sbotton","-",0,1,"-"
"2583","sbracare","sbraco",41,"sbrako","sbrak","k","are","sbrak","k","sbraca",38,"sbraka","sbrak","k","sbrachiamo",4,"sbrakiamo","sbrak","k","sbrachi",11,"sbraki","sbrak","k",0,1,"-"
"2584","sbracciare","sbraccio",51,"sbrattSo","sbrattS","tS","are","sbrattS","tS","sbraccia",159,"sbrattSa","sbrattS","tS","sbracciamo",14,"sbrattSamo","sbrattS","tS","sbracci",21,"sbrattSi","sbrattS","tS",0,1,"-"
"2585","sbraitare","sbraito",22,"sbraito","sbrait","-","are","sbrait","-","sbraita",340,"sbraita","sbrait","-","sbraitiamo",6,"sbraitiamo","sbrait","-","sbraiti",63,"sbraiti","sbrait","-",0,1,"-"
"2586","sbranare","sbrano",30,"sbrano","sbran","-","are","sbran","-","sbrana",165,"sbrana","sbran","-","sbraniamo",12,"sbraniamo","sbran","-","sbrani",33,"sbrani","sbran","-",0,1,"-"
"2587","sbrigare","sbrigo",151,"sbrigo","sbrig","g","are","sbrig","g","sbriga",255,"sbriga","sbrig","g","sbrighiamo",94,"sbrigiamo","sbrig","g","sbrighi",287,"sbrigi","sbrig","g",0,1,"-"
"2588","sbronzare","sbronzo",164,"sbronzo","sbronz","-","are","sbronz","-","sbronza",93,"sbronza","sbronz","-","sbronziamo",5,"sbronziamo","sbronz","-","sbronzi",34,"sbronzi","sbronz","-",0,1,"-"
"2589","sbucare","sbuco",26,"sbuko","sbuk","k","are","sbuk","k","sbuca",1258,"sbuka","sbuk","k","sbuchiamo",104,"sbukiamo","sbuk","k","sbuchi",72,"sbuki","sbuk","k",0,1,"-"
"2590","sbucciare","sbuccio",42,"sbuttSo","sbuttS","tS","are","sbuttS","tS","sbuccia",145,"sbuttSa","sbuttS","tS","sbucciamo",6,"sbuttSamo","sbuttS","tS","sbucci",25,"sbuttSi","sbuttS","tS",0,1,"-"
"2591","sbuffare","sbuffo",58,"sbuffo","sbuff","-","are","sbuff","-","sbuffa",657,"sbuffa","sbuff","-","sbuffiamo",6,"sbuffiamo","sbuff","-","sbuffi",79,"sbuffi","sbuff","-",0,1,"-"
"2592","scacciare","scaccio",147,"skattSo","skattS","tS","are","skattS","tS","scaccia",1205,"skattSa","skattS","tS","scacciamo",23,"skattSamo","skattS","tS","scacci",160,"skattSi","skattS","tS",0,1,"-"
"2593","scagliare","scaglio",127,"skaLLo","skaLL","LL","are","skaLL","LL","scaglia",2339,"skaLLa","skaLL","LL","scagliamo",52,"skaLLamo","skaLL","LL","scagli",667,"skaLLi","skaLL","LL",0,1,"-"
"2594","scalare","scalo",28,"skalo","skal","-","are","skal","-","scala",337,"skala","skal","-","scaliamo",70,"skaliamo","skal","-","scali",123,"skali","skal","-",0,1,"-"
"2595","scalciare","scalcio",25,"skaltSo","skaltS","tS","are","skaltS","tS","scalcia",202,"skaltSa","skaltS","tS","scalciamo",3,"skaltSamo","skaltS","tS","scalci",17,"skaltSi","skaltS","tS",0,1,"-"
"2596","scaldare","scaldo",182,"skaldo","skald","-","are","skald","-","scalda",3043,"skalda","skald","-","scaldiamo",107,"skaldiamo","skald","-","scaldi",439,"skaldi","skald","-",0,1,"-"
"2597","scalpitare","scalpito",25,"skalpito","skalpit","-","are","skalpit","-","scalpita",397,"skalpita","skalpit","-","scalpitiamo",7,"skalpitiamo","skalpit","-","scalpiti",21,"skalpiti","skalpit","-",0,1,"-"
"2598","scambiare","scambio",60,"skambio","skambi","-","are","skambi","-","scambia",2757,"skambia","skambi","-","scambiamo",979,"skambiamo","skambi","-","scambi",348,"skambi","skamb","-",0,1,"-"
"2599","scampare","scampo",412,"skampo","skamp","-","are","skamp","-","scampa",275,"skampa","skamp","-","scampiamo",7,"skampiamo","skamp","-","scampi",601,"skampi","skamp","-",0,1,"-"
"2600","scandagliare","scandaglio",89,"skandaLLo","skandaLL","LL","are","skandaLL","LL","scandaglia",259,"skandaLLa","skandaLL","LL","scandagliamo",4,"skandaLLamo","skandaLL","LL","scandagli",39,"skandaLLi","skandaLL","LL",0,1,"-"
"2601","scandalizzare","scandalizzo",221,"skandalizzo","skandalizz","-","are","skandalizz","-","scandalizza",1533,"skandalizza","skandalizz","-","scandalizziamo",178,"skandalizziamo","skandalizz","-","scandalizzi",214,"skandalizzi","skandalizz","-",0,1,"-"
"2602","scannare","scanno",37,"skanno","skann","-","are","skann","-","scanna",441,"skanna","skann","-","scanniamo",57,"skanniamo","skann","-","scanni",18,"skanni","skann","-",0,1,"-"
"2603","scansare","scanso",1727,"skanso","skans","-","are","skans","-","scansa",255,"skansa","skans","-","scansiamo",5,"skansiamo","skans","-","scansi",58,"skansi","skans","-",0,1,"-"
"2604","scappare","scappo",1199,"skappo","skapp","-","are","skapp","-","scappa",7299,"skappa","skapp","-","scappiamo",244,"skappiamo","skapp","-","scappi",918,"skappi","skapp","-",0,1,"-"
"2605","scarabocchiare","scarabocchio",52,"skarabokkio","skarabokki","-","are","skarabokki","-","scarabocchia",54,"skarabokkia","skarabokki","-","scarabocchiamo",3,"skarabokkiamo","skarabokki","-","scarabocchi",69,"skarabokki","skarabokk","k",0,1,"-"
"2606","scaraventare","scaravento",43,"skaravento","skaravent","-","are","skaravent","-","scaraventa",400,"skaraventa","skaravent","-","scaraventiamo",9,"skaraventiamo","skaravent","-","scaraventi",26,"skaraventi","skaravent","-",0,1,"-"
"2607","scaricare","scarico",805,"skariko","skarik","k","are","skarik","k","scarica",7220,"skarika","skarik","k","scarichiamo",297,"skarikiamo","skarik","k","scarichi",1472,"skariki","skarik","k",0,1,"-"
"2608","scarseggiare","scarseggio",8,"skarseddGo","skarseddG","dG","are","skarseddG","dG","scarseggia",898,"skarseddGa","skarseddG","dG","scarseggiamo",8,"skarseddGamo","skarseddG","dG","scarseggi",24,"skarseddGi","skarseddG","dG",0,1,"-"
"2609","scartare","scarto",107,"skarto","skart","-","are","skart","-","scarta",821,"skarta","skart","-","scartiamo",153,"skartiamo","skart","-","scarti",1048,"skarti","skart","-",0,1,"-"
"2610","scassare","scasso",738,"skasso","skass","-","are","skass","-","scassa",229,"skassa","skass","-","scassiamo",13,"skassiamo","skass","-","scassi",95,"skassi","skass","-",0,1,"-"
"2611","scatenare","scateno",276,"skateno","skaten","-","are","skaten","-","scatena",5644,"skatena","skaten","-","scateniamo",55,"skateniamo","skaten","-","scateni",448,"skateni","skaten","-",0,1,"-"
"2612","scattare","scatto",139,"skatto","skatt","-","are","skatt","-","scatta",9259,"skatta","skatt","-","scattiamo",122,"skattiamo","skatt","-","scatti",725,"skatti","skatt","-",0,1,"-"
"2613","scavalcare","scavalco",443,"skavalko","skavalk","k","are","skavalk","k","scavalca",1346,"skavalka","skavalk","k","scavalchiamo",32,"skavalkiamo","skavalk","k","scavalchi",80,"skavalki","skavalk","k",0,1,"-"
"2614","scavare","scavo",619,"skavo","skav","-","are","skav","-","scava",2364,"skava","skav","-","scaviamo",76,"skaviamo","skav","-","scavi",93,"skavi","skav","-",0,1,"-"
"2615","scervellare","scervello",30,"Servello","Servell","-","are","Servell","-","scervella",32,"Servella","Servell","-","scervelliamo",9,"Servelliamo","Servell","-","scervelli",5,"Servelli","Servell","-",0,1,"-"
"2616","schedare","schedo",5,"skedo","sked","-","are","sked","-","scheda",6598,"skeda","sked","-","schediamo",10,"skediamo","sked","-","schedi",14,"skedi","sked","-",0,1,"-"
"2617","schematizzare","schematizzo",35,"skematizzo","skematizz","-","are","skematizz","-","schematizza",125,"skematizza","skematizz","-","schematizziamo",16,"skematizziamo","skematizz","-","schematizzi",9,"skematizzi","skematizz","-",0,1,"-"
"2618","scherzare","scherzo",2615,"skerzo","skerz","-","are","skerz","-","scherza",4429,"skerza","skerz","-","scherziamo",1777,"skerziamo","skerz","-","scherzi",2123,"skerzi","skerz","-",0,1,"-"
"2619","schiacciare","schiaccio",304,"skiattSo","skiattS","tS","are","skiattS","tS","schiaccia",2194,"skiattSa","skiattS","tS","schiacciamo",54,"skiattSamo","skiattS","tS","schiacci",308,"skiattSi","skiattS","tS",0,1,"-"
"2620","schiaffare","schiaffo",36,"skiaffo","skiaff","-","are","skiaff","-","schiaffa",54,"skiaffa","skiaff","-","schiaffiamo",4,"skiaffiamo","skiaff","-","schiaffi",171,"skiaffi","skiaff","-",0,1,"-"
"2621","schiaffeggiare","schiaffeggio",20,"skiaffeddGo","skiaffeddG","dG","are","skiaffeddG","dG","schiaffeggia",219,"skiaffeddGa","skiaffeddG","dG","schiaffeggiamo",3,"skiaffeddGamo","skiaffeddG","dG","schiaffeggi",28,"skiaffeddGi","skiaffeddG","dG",0,1,"-"
"2622","schiantare","schianto",267,"skianto","skiant","-","are","skiant","-","schianta",1104,"skianta","skiant","-","schiantiamo",18,"skiantiamo","skiant","-","schianti",170,"skianti","skiant","-",0,1,"-"
"2623","schiattare","schiatto",48,"skiatto","skiatt","-","are","skiatt","-","schiatta",149,"skiatta","skiatt","-","schiattiamo",4,"skiattiamo","skiatt","-","schiatti",41,"skiatti","skiatt","-",0,1,"-"
"2624","schiavizzare","schiavizzo",11,"skiavizzo","skiavizz","-","are","skiavizz","-","schiavizza",84,"skiavizza","skiavizz","-","schiavizziamo",3,"skiavizziamo","skiavizz","-","schiavizzi",6,"skiavizzi","skiavizz","-",0,1,"-"
"2625","schierare","schiero",411,"skiero","skier","-","are","skier","-","schiera",4190,"skiera","skier","-","schieriamo",112,"skieriamo","skier","-","schieri",287,"skieri","skier","-",0,1,"-"
"2626","schifare","schifo",922,"skifo","skif","-","are","skif","-","schifa",204,"skifa","skif","-","schifiamo",11,"skifiamo","skif","-","schifi",25,"skifi","skif","-",0,1,"-"
"2627","schiodare","schiodo",24,"skiodo","skiod","-","are","skiod","-","schioda",156,"skioda","skiod","-","schiodiamo",13,"skiodiamo","skiod","-","schiodi",17,"skiodi","skiod","-",0,1,"-"
"2628","schivare","schivo",209,"skivo","skiv","-","are","skiv","-","schiva",259,"skiva","skiv","-","schiviamo",14,"skiviamo","skiv","-","schivi",55,"skivi","skiv","-",0,1,"-"
"2629","schizzare","schizzo",228,"skizzo","skizz","-","are","skizz","-","schizza",881,"skizza","skizz","-","schizziamo",14,"skizziamo","skizz","-","schizzi",573,"skizzi","skizz","-",0,1,"-"
"2630","sciacquare","sciacquo",78,"Sakquo","Sakqu","-","are","Sakqu","-","sciacqua",151,"Sakqua","Sakqu","-","sciacquiamo",8,"Sakquiamo","Sakqu","-","sciacqui",230,"Sakqui","Sakqu","-",0,1,"-"
"2631","sciare","scio",199,"Sio","Si","-","are","Si","-","scia",713,"Sia","Si","-","sciamo",45,"Siamo","Si","-","sci",2128,"Si","S","-",0,1,"-"
"2632","scimmiottare","scimmiotto",108,"Simmiotto","Simmiott","-","are","Simmiott","-","scimmiotta",241,"Simmiotta","Simmiott","-","scimmiottiamo",10,"Simmiottiamo","Simmiott","-","scimmiotti",27,"Simmiotti","Simmiott","-",0,1,"-"
"2633","scioperare","sciopero",9,"Sopero","Soper","-","are","Soper","-","sciopera",628,"Sopera","Soper","-","scioperiamo",109,"Soperiamo","Soper","-","scioperi",12,"Soperi","Soper","-",0,1,"-"
"2634","sciorinare","sciorino",7,"Sorino","Sorin","-","are","Sorin","-","sciorina",285,"Sorina","Sorin","-","scioriniamo",5,"Soriniamo","Sorin","-","sciorini",6,"Sorini","Sorin","-",0,1,"-"
"2635","scippare","scippo",9,"Sippo","Sipp","-","are","Sipp","-","scippa",125,"Sippa","Sipp","-","scippiamo",3,"Sippiamo","Sipp","-","scippi",99,"Sippi","Sipp","-",0,1,"-"
"2636","sciroppare","sciroppo",50,"Siroppo","Siropp","-","are","Siropp","-","sciroppa",18,"Siroppa","Siropp","-","sciroppiamo",10,"Siroppiamo","Siropp","-","sciroppi",133,"Siroppi","Siropp","-",0,1,"-"
"2637","sciupare","sciupo",22,"Supo","Sup","-","are","Sup","-","sciupa",420,"Supa","Sup","-","sciupiamo",27,"Supiamo","Sup","-","sciupi",41,"Supi","Sup","-",0,1,"-"
"2638","scivolare","scivolo",430,"Sivolo","Sivol","-","are","Sivol","-","scivola",5576,"Sivola","Sivol","-","scivoliamo",102,"Sivoliamo","Sivol","-","scivoli",623,"Sivoli","Sivol","-",0,1,"-"
"2639","scocciare","scoccio",120,"skottSo","skottS","tS","are","skottS","tS","scoccia",590,"skottSa","skottS","tS","scocciamo",4,"skottSamo","skottS","tS","scocci",64,"skottSi","skottS","tS",0,1,"-"
"2640","scodellare","scodello",185,"skodello","skodell","-","are","skodell","-","scodella",196,"skodella","skodell","-","scodelliamo",14,"skodelliamo","skodell","-","scodelli",4,"skodelli","skodell","-",0,1,"-"
"2641","scodinzolare","scodinzolo",11,"skodinzolo","skodinzol","-","are","skodinzol","-","scodinzola",188,"skodinzola","skodinzol","-","scodinzoliamo",4,"skodinzoliamo","skodinzol","-","scodinzoli",14,"skodinzoli","skodinzol","-",0,1,"-"
"2642","scolare","scolo",1545,"skolo","skol","-","are","skol","-","scola",737,"skola","skol","-","scoliamo",28,"skoliamo","skol","-","scoli",295,"skoli","skol","-",0,1,"-"
"2643","scollare","scollo",38,"skollo","skoll","-","are","skoll","-","scolla",92,"skolla","skoll","-","scolliamo",3,"skolliamo","skoll","-","scolli",28,"skolli","skoll","-",0,1,"-"
"2644","scolpare","scolpo",7,"skolpo","skolp","-","are","skolp","-","scolpa",9,"skolpa","skolp","-","scolpiamo",7,"skolpiamo","skolp","-","scolpi",4,"skolpi","skolp","-",0,1,"-"
"2645","scombinare","scombino",6,"skombino","skombin","-","are","skombin","-","scombina",92,"skombina","skombin","-","scombiniamo",3,"skombiniamo","skombin","-","scombini",10,"skombini","skombin","-",0,1,"-"
"2646","scomodare","scomodo",796,"skomodo","skomod","-","are","skomod","-","scomoda",747,"skomoda","skomod","-","scomodiamo",39,"skomodiamo","skomod","-","scomodi",283,"skomodi","skomod","-",0,1,"-"
"2647","scompigliare","scompiglio",452,"skompiLLo","skompiLL","LL","are","skompiLL","LL","scompiglia",324,"skompiLLa","skompiLL","LL","scompigliamo",3,"skompiLLamo","skompiLL","LL","scompigli",32,"skompiLLi","skompiLL","LL",0,1,"-"
"2648","scomunicare","scomunico",25,"skomuniko","skomunik","k","are","skomunik","k","scomunica",189,"skomunika","skomunik","k","scomunichiamo",12,"skomunikiamo","skomunik","k","scomunichi",20,"skomuniki","skomunik","k",0,1,"-"
"2649","sconfessare","sconfesso",14,"skonfesso","skonfess","-","are","skonfess","-","sconfessa",400,"skonfessa","skonfess","-","sconfessiamo",7,"skonfessiamo","skonfess","-","sconfessi",42,"skonfessi","skonfess","-",0,1,"-"
"2650","sconfinare","sconfino",28,"skonfino","skonfin","-","are","skonfin","-","sconfina",1217,"skonfina","skonfin","-","sconfiniamo",27,"skonfiniamo","skonfin","-","sconfini",113,"skonfini","skonfin","-",0,1,"-"
"2651","scongelare","scongelo",31,"skondGelo","skondGel","-","are","skondGel","-","scongela",53,"skondGela","skondGel","-","scongeliamo",4,"skondGeliamo","skondGel","-","scongeli",18,"skondGeli","skondGel","-",0,1,"-"
"2652","scongiurare","scongiuro",927,"skondGuro","skondGur","-","are","skondGur","-","scongiura",344,"skondGura","skondGur","-","scongiuriamo",76,"skondGuriamo","skondGur","-","scongiuri",970,"skondGuri","skondGur","-",0,1,"-"
"2653","sconsigliare","sconsiglio",1358,"skonsiLLo","skonsiLL","LL","are","skonsiLL","LL","sconsiglia",1302,"skonsiLLa","skonsiLL","LL","sconsigliamo",236,"skonsiLLamo","skonsiLL","LL","sconsigli",136,"skonsiLLi","skonsiLL","LL",0,1,"-"
"2654","scontare","sconto",70,"skonto","skont","-","are","skont","-","sconta",2305,"skonta","skont","-","scontiamo",230,"skontiamo","skont","-","sconti",138,"skonti","skont","-",0,1,"-"
"2655","scontentare","scontento",250,"skontento","skontent","-","are","skontent","-","scontenta",286,"skontenta","skontent","-","scontentiamo",5,"skontentiamo","skontent","-","scontenti",250,"skontenti","skontent","-",0,1,"-"
"2656","scontrare","scontro",101,"skontro","skontr","-","are","skontr","-","scontra",4054,"skontra","skontr","-","scontriamo",218,"skontriamo","skontr","-","scontri",158,"skontri","skontr","-",0,1,"-"
"2657","scopare","scopo",501,"skopo","skop","-","are","skop","-","scopa",506,"skopa","skop","-","scopiamo",57,"skopiamo","skop","-","scopi",285,"skopi","skop","-",0,1,"-"
"2658","scopiazzare","scopiazzo",18,"skopiazzo","skopiazz","-","are","skopiazz","-","scopiazza",61,"skopiazza","skopiazz","-","scopiazziamo",8,"skopiazziamo","skopiazz","-","scopiazzi",8,"skopiazzi","skopiazz","-",0,1,"-"
"2659","scoppiare","scoppio",61,"skoppio","skoppi","-","are","skoppi","-","scoppia",5418,"skoppia","skoppi","-","scoppiamo",59,"skoppiamo","skoppi","-","scoppi",525,"skoppi","skopp","-",0,1,"-"
"2660","scoraggiare","scoraggio",72,"skoraddGo","skoraddG","dG","are","skoraddG","dG","scoraggia",1380,"skoraddGa","skoraddG","dG","scoraggiamo",85,"skoraddGamo","skoraddG","dG","scoraggi",220,"skoraddGi","skoraddG","dG",0,1,"-"
"2661","scordare","scordo",393,"skordo","skord","-","are","skord","-","scorda",1027,"skorda","skord","-","scordiamo",339,"skordiamo","skord","-","scordi",438,"skordi","skord","-",0,1,"-"
"2662","scorporare","scorporo",172,"skorporo","skorpor","-","are","skorpor","-","scorpora",54,"skorpora","skorpor","-","scorporiamo",15,"skorporiamo","skorpor","-","scorpori",43,"skorpori","skorpor","-",0,1,"-"
"2663","scorrazzare","scorrazzo",12,"skorrazzo","skorrazz","-","are","skorrazz","-","scorrazza",174,"skorrazza","skorrazz","-","scorrazziamo",9,"skorrazziamo","skorrazz","-","scorrazzi",7,"skorrazzi","skorrazz","-",0,1,"-"
"2664","scortare","scorto",1039,"skorto","skort","-","are","skort","-","scorta",345,"skorta","skort","-","scortiamo",5,"skortiamo","skort","-","scorti",169,"skorti","skort","-",0,1,"-"
"2672","scostare","scosto",92,"skosto","skost","-","are","skost","-","scosta",458,"skosta","skost","-","scostiamo",19,"skostiamo","skost","-","scosti",67,"skosti","skost","-",0,1,"-"
"2673","scottare","scotto",1328,"skotto","skott","-","are","skott","-","scotta",1094,"skotta","skott","-","scottiamo",6,"skottiamo","skott","-","scotti",175,"skotti","skott","-",0,1,"-"
"2681","scovare","scovo",105,"skovo","skov","-","are","skov","-","scova",360,"skova","skov","-","scoviamo",31,"skoviamo","skov","-","scovi",73,"skovi","skov","-",0,1,"-"
"2682","screditare","scredito",34,"skredito","skredit","-","are","skredit","-","scredita",179,"skredita","skredit","-","screditiamo",6,"skreditiamo","skredit","-","screditi",16,"skrediti","skredit","-",0,1,"-"
"2683","scroccare","scrocco",411,"skrokko","skrokk","k","are","skrokk","k","scrocca",44,"skrokka","skrokk","k","scrocchiamo",9,"skrokkiamo","skrokk","k","scrocchi",36,"skrokki","skrokk","k",0,1,"-"
"2684","scrollare","scrollo",65,"skrollo","skroll","-","are","skroll","-","scrolla",352,"skrolla","skroll","-","scrolliamo",14,"skrolliamo","skroll","-","scrolli",51,"skrolli","skroll","-",0,1,"-"
"2685","scrutare","scruto",227,"skruto","skrut","-","are","skrut","-","scruta",1515,"skruta","skrut","-","scrutiamo",107,"skrutiamo","skrut","-","scruti",188,"skruti","skrut","-",0,1,"-"
"2686","sculacciare","sculaccio",10,"skulattSo","skulattS","tS","are","skulattS","tS","sculaccia",67,"skulattSa","skulattS","tS","sculacciamo",3,"skulattSamo","skulattS","tS","sculacci",24,"skulattSi","skulattS","tS",0,1,"-"
"2687","scusare","scuso",6788,"skuso","skus","-","are","skus","-","scusa",19322,"skusa","skus","-","scusiamo",1761,"skusiamo","skus","-","scusi",7223,"skusi","skus","-",0,1,"-"
"2688","sdegnare","sdegno",77,"sdeNNo","sdeNN","NN","are","sdeNN","NN","sdegna",232,"sdeNNa","sdeNN","NN","sdegniamo",5,"sdeNNiamo","sdeNN","NN","sdegni",70,"sdeNNi","sdeNN","NN",0,1,"-"
"2689","sdoganare","sdogano",6,"sdogano","sdogan","-","are","sdogan","-","sdogana",75,"sdogana","sdogan","-","sdoganiamo",6,"sdoganiamo","sdogan","-","sdogani",10,"sdogani","sdogan","-",0,1,"-"
"2690","sdraiare","sdraio",471,"sdraio","sdrai","-","are","sdrai","-","sdraia",464,"sdraia","sdrai","-","sdraiamo",51,"sdraiamo","sdrai","-","sdrai",137,"sdrai","sdra","-",0,1,"-"
"2691","sdrammatizzare","sdrammatizzo",20,"sdrammatizzo","sdrammatizz","-","are","sdrammatizz","-","sdrammatizza",233,"sdrammatizza","sdrammatizz","-","sdrammatizziamo",18,"sdrammatizziamo","sdrammatizz","-","sdrammatizzi",8,"sdrammatizzi","sdrammatizz","-",0,1,"-"
"2692","seccare","secco",1296,"sekko","sekk","k","are","sekk","k","secca",392,"sekka","sekk","k","secchiamo",7,"sekkiamo","sekk","k","secchi",848,"sekki","sekk","k",0,1,"-"
"2693","sedare","sedo",7,"sedo","sed","-","are","sed","-","seda",100,"seda","sed","-","sediamo",944,"sediamo","sed","-","sedi",465,"sedi","sed","-",0,1,"-"
"2694","sedimentare","sedimento",32,"sedimento","sediment","-","are","sediment","-","sedimenta",136,"sedimenta","sediment","-","sedimentiamo",4,"sedimentiamo","sediment","-","sedimenti",168,"sedimenti","sediment","-",0,1,"-"
"2695","segare","sego",252,"sego","seg","g","are","seg","g","sega",436,"sega","seg","g","seghiamo",9,"segiamo","seg","g","seghi",51,"segi","seg","g",0,1,"-"
"2696","segmentare","segmento",517,"segmento","segment","-","are","segment","-","segmenta",60,"segmenta","segment","-","segmentiamo",3,"segmentiamo","segment","-","segmenti",73,"segmenti","segment","-",0,1,"-"
"2697","segnalare","segnalo",5023,"seNNalo","seNNal","-","are","seNNal","-","segnala",30701,"seNNala","seNNal","-","segnaliamo",7379,"seNNaliamo","seNNal","-","segnali",243,"seNNali","seNNal","-",0,1,"-"
"2705","segnare","segno",281,"seNNo","seNN","NN","are","seNN","NN","segna",23122,"seNNa","seNN","NN","segniamo",110,"seNNiamo","seNN","NN","segni",911,"seNNi","seNN","NN",0,1,"-"
"2706","seguitare","seguito",75298,"seguito","seguit","-","are","seguit","-","seguita",31563,"seguita","seguit","-","seguitiamo",112,"seguitiamo","seguit","-","seguiti",18508,"seguiti","seguit","-",0,1,"-"
"2714","selezionare","seleziono",328,"seleziono","selezion","-","are","selezion","-","seleziona",6292,"seleziona","selezion","-","selezioniamo",1149,"selezioniamo","selezion","-","selezioni",1171,"selezioni","selezion","-",0,1,"-"
"2715","sembrare","sembro",1473,"sembro","sembr","-","are","sembr","-","sembra",417317,"sembra","sembr","-","sembriamo",817,"sembriamo","sembr","-","sembri",7138,"sembri","sembr","-",0,1,"-"
"2716","seminare","semino",176,"semino","semin","-","are","semin","-","semina",2302,"semina","semin","-","seminiamo",95,"seminiamo","semin","-","semini",508,"semini","semin","-",0,1,"-"
"2717","semplificare","semplifico",122,"semplifiko","semplifik","k","are","semplifik","k","semplifica",2207,"semplifika","semplifik","k","semplifichiamo",88,"semplifikiamo","semplifik","k","semplifichi",224,"semplifiki","semplifik","k",0,1,"-"
"2718","sensibilizzare","sensibilizzo",7,"sensibilizzo","sensibilizz","-","are","sensibilizz","-","sensibilizza",208,"sensibilizza","sensibilizz","-","sensibilizziamo",15,"sensibilizziamo","sensibilizz","-","sensibilizzi",77,"sensibilizzi","sensibilizz","-",0,1,"-"
"2719","sentenziare","sentenzio",27,"sentenzio","sentenzi","-","are","sentenzi","-","sentenzia",1273,"sentenzia","sentenzi","-","sentenziamo",9,"sentenziamo","sentenzi","-","sentenzi",51,"sentenzi","sentenz","-",0,1,"-"
"2720","separare","separo",143,"separo","separ","-","are","separ","-","separa",10121,"separa","separ","-","separiamo",205,"separiamo","separ","-","separi",797,"separi","separ","-",0,1,"-"
